@RELATION CornellMovies_v2

@ATTRIBUTE positive_adjectives_count REAL
@ATTRIBUTE negative_adjectives_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_count REAL
@ATTRIBUTE positive_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE negative_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE negative_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE negative_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_count_and_bigrams_with_verbs REAL
@ATTRIBUTE selected_ngrams_count REAL
@ATTRIBUTE original_document_size REAL
@ATTRIBUTE positive_unigrams_and_bigrams_count REAL
@ATTRIBUTE negative_unigrams_and_bigrams_count REAL
@ATTRIBUTE percentage_of_negated_ngrams_by_document_size REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_and_bigrams_count REAL
@ATTRIBUTE positive_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE negative_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count REAL
@ATTRIBUTE positive_adjectives_sum REAL
@ATTRIBUTE negative_adjectives_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_sum REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_sum REAL
@ATTRIBUTE sum_ratio_of_positive_adjectives REAL
@ATTRIBUTE sum_ratio_of_positive_adverbs REAL
@ATTRIBUTE sum_ratio_of_positive_verbs REAL
@ATTRIBUTE sum_ratio_of_negative_adjectives REAL
@ATTRIBUTE sum_ratio_of_negative_adverbs REAL
@ATTRIBUTE sum_ratio_of_negative_verbs REAL
@ATTRIBUTE positive_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE negative_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE negative_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE negative_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives REAL
@ATTRIBUTE positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs REAL
@ATTRIBUTE positive_to_negative_ratio_of_verbs_sum_and_bigrams_with_verbs REAL
@ATTRIBUTE sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives REAL
@ATTRIBUTE sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives REAL
@ATTRIBUTE sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE sum_ratio_of_positive_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE sum_ratio_of_negative_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE positive_unigrams_and_bigrams_sum REAL
@ATTRIBUTE negative_unigrams_and_bigrams_sum REAL
@ATTRIBUTE sum_ratio_of_positive_unigrams_and_bigrams REAL
@ATTRIBUTE sum_ratio_of_negative_unigrams_and_bigrams REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_and_bigrams_sum REAL
@ATTRIBUTE positive_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE negative_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE sum_ratio_of_positive_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE sum_ratio_of_negative_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum REAL
@ATTRIBUTE max_rule_for_adjective REAL
@ATTRIBUTE max_rule_for_adverbs_and_bigrams_with_adverbs REAL
@ATTRIBUTE max_rule_for_verbs_and_bigrams_with_verbs REAL
@ATTRIBUTE max_rule_for_adjective_and_bigrams_with_adjectives REAL
@ATTRIBUTE max_rule_for_unigrams_and_bigrams REAL
@ATTRIBUTE max_rule_for_unigrams_bigrams_and_trigrams REAL
@ATTRIBUTE polarity {positive, negative}

@DATA
27,5,22,-1,0,2,3,0,0,29,5,24,-1,0,39,517,31,8,0.0,23,31,8,23,6.42277,-1.69923,4.72354,-0.87618,0,0.0124231528046,0.000501266924565,0.0,-0.00328671179884,-0.00219600580271,0.0,0.259155,-1.135335,0,0,8.28235,-1.69923,6.58312,-0.87618,0,0.0160200193424,-0.00328671179884,0.000501266924565,-0.00219600580271,0.0,0.0,8.541505,-2.834565,0.0165212862669,-0.00548271760155,5.70694,8.541505,-2.834565,0.0165212862669,-0.00548271760155,11.37607,0,0,-1,1,1,1,positive
17,5,12,-2,0,3,4,0,0,19,8,11,-1,0,34,553,22,12,0.00361663652803,10,22,12,10,6.873095,-1.298115,5.57498,-0.0996991666667,0,0.0124287432188,0.000456317058469,0.0,-0.00234740506329,-0.000636604882459,0.0,0.544780833333,-0.3520425,0,0,7.0082,-3.41962,3.58858,0.192738333333,0,0.0126730560579,-0.00618376130199,0.000985137130802,-0.000636604882459,0.0,0.0,7.55298083333,-3.7716625,0.0136581931887,-0.00682036618445,3.78131833333,7.55298083333,-3.7716625,0.0136581931887,-0.00682036618445,11.3246433333,1,1,-1,0,0,0,negative
28,15,13,5,0,7,0,0,0,33,17,16,7,0,58,571,40,17,0.0,23,41,17,24,9.782295,-5.25141,4.530885,0.630726666667,0,0.0171318651489,0.00110460011675,0.0,-0.00919686514886,0.0,0.0,0.763202916667,0,0,0,11.40429575,-5.7404835,5.66381225,0.763202916667,0,0.0199724969352,-0.0100533861646,0.00133660755984,0.0,0.0,0.0,12.1674986667,-5.7404835,0.021309104495,-0.0100533861646,6.42701516667,12.226377,-5.7404835,0.0214122189142,-0.0100533861646,17.9668605,1,1,-1,1,1,1,positive
39,21,18,3,0,5,1,0,0,41,26,15,4,0,73,791,46,27,0.00758533501896,19,46,27,19,9.452545,-6.820755,2.63179,0.71845,0,0.0119501201011,0.000977003792668,0.0,-0.00862295195954,-6.87231352718e-05,0.0,1.18269,-0.05436,0,0,10.4268825,-8.372935,2.0539475,1.12833,0,0.0131818994943,-0.0105852528445,0.00149518331226,-6.87231352718e-05,0.0,0.0,11.6095725,-8.427295,0.0146770828066,-0.0106539759798,3.1822775,11.6095725,-8.427295,0.0146770828066,-0.0106539759798,20.0368675,0,1,-1,0,0,0,negative
16,4,12,0,0,1,1,0,0,20,5,15,0,0,27,460,21,6,0.0,15,21,6,15,7.68612,-1.6870125,5.9991075,-0.25505,0,0.0167089565217,0.000815304347826,0.0,-0.00366741847826,-0.00136976086957,0.0,0.37504,-0.63009,0,0,8.84297,-2.331590625,6.511379375,-0.25505,0,0.0192238478261,-0.00506867527174,0.000815304347826,-0.00136976086957,0.0,0.0,9.21801,-2.961680625,0.0200391521739,-0.0064384361413,6.256329375,9.21801,-2.961680625,0.0200391521739,-0.0064384361413,12.179690625,1,0,-1,1,1,1,negative
25,9,16,5,0,6,0,0,0,33,16,17,6,0,55,606,39,16,0.00990099009901,23,39,16,23,7.964235,-3.068745,4.89549,0.400424285714,0,0.0131423019802,0.000660766148043,0.0,-0.00506393564356,0.0,0.0,0.791214285714,0,0,0,12.0660745,-4.65348,7.4125945,0.791214285714,0,0.0199110140264,-0.00767900990099,0.00130563413484,0.0,0.0,0.0,12.8572887857,-4.65348,0.0212166481612,-0.00767900990099,8.20380878571,12.8572887857,-4.65348,0.0212166481612,-0.00767900990099,17.5107687857,0,1,-1,1,1,1,positive
26,29,-3,1,0,2,2,0,0,29,34,-5,0,0,67,661,31,36,0.00605143721634,-5,31,36,-5,5.82775,-14.56888,-8.74113,0.65394,0,0.00881656580938,0.0011256580938,0.0,-0.0220406656581,-0.000136338880484,0.0,0.74406,-0.5076,0,0,6.436535,-16.79305,-10.356515,0.23646,0,0.00973757186082,-0.0254055219365,0.0011256580938,-0.000767927382753,0.0,0.0,7.180595,-17.30065,0.0108632299546,-0.0261734493192,-10.120055,7.180595,-17.30065,0.0108632299546,-0.0261734493192,24.481245,0,0,-1,0,0,0,negative
15,9,6,2,0,2,0,0,0,18,9,9,2,0,29,433,20,9,0.0,11,20,9,11,5.54951,-4.928835,0.620675,0.36493,0,0.0128164203233,0.000842794457275,0.0,-0.0113829907621,0.0,0.0,0.36493,0,0,0,6.5509775,-4.928835,1.6221425,0.36493,0,0.015129278291,-0.0113829907621,0.000842794457275,0.0,0.0,0.0,6.9159075,-4.928835,0.0159720727483,-0.0113829907621,1.9870725,6.9159075,-4.928835,0.0159720727483,-0.0113829907621,11.8447425,0,1,-1,0,0,0,negative
24,18,6,1,0,3,2,0,0,29,19,10,1,0,53,599,32,21,0.0,11,32,21,11,6.20165,-7.53159,-1.32994,0.50724,0,0.0103533388982,0.00106467445743,0.0,-0.01257360601,-0.000217863105175,0.0,0.63774,-0.1305,0,0,8.8555,-7.82787,1.02763,0.50724,0,0.0147838063439,-0.013068230384,0.00106467445743,-0.000217863105175,0.0,0.0,9.49324,-7.95837,0.0158484808013,-0.0132860934891,1.53487,9.49324,-7.95837,0.0158484808013,-0.0132860934891,17.45161,0,1,-1,0,0,0,positive
16,18,-2,3,0,4,1,0,0,17,18,-1,3,0,40,440,21,19,0.0,2,21,19,2,5.8718,-2.63397,3.23783,0.2031,0,0.013345,0.00189361363636,0.0,-0.00598629545455,-0.00143202272727,0.0,0.83319,-0.63009,0,0,6.0868,-2.63397,3.45283,0.2031,0,0.0138336363636,-0.00598629545455,0.00189361363636,-0.00143202272727,0.0,0.0,6.91999,-3.26406,0.01572725,-0.00741831818182,3.65593,6.91999,-3.26406,0.01572725,-0.00741831818182,10.18405,0,0,-1,0,0,0,negative
22,15,7,3,0,3,0,0,0,25,16,9,3,0,44,439,28,16,0.0,12,28,16,12,5.27927666667,-7.48026,-2.20098333333,0.39079,0,0.0120256871678,0.000890182232346,0.0,-0.0170393166287,0.0,0.0,0.39079,0,0,0,6.95018,-8.15538,-1.2052,0.39079,0,0.0158318451025,-0.0185771753986,0.000890182232346,0.0,0.0,0.0,7.34097,-8.15538,0.0167220273349,-0.0185771753986,-0.81441,7.34097,-8.15538,0.0167220273349,-0.0185771753986,15.49635,0,1,-1,1,1,1,negative
13,15,-2,2,0,2,2,0,0,14,19,-5,0,0,37,499,16,21,0.0100200400802,-5,16,21,-5,3.01548,-7.506045,-4.490565,0.277915,0,0.00604304609218,0.000556943887776,0.0,-0.0150421743487,0.0,0.0,0.277915,-0.451335,0,0,3.34664,-8.95187,-5.60523,-0.17342,0,0.00670669338677,-0.0179396192385,0.000556943887776,-0.000904478957916,0.0,0.0,3.624555,-9.403205,0.00726363727455,-0.0188440981964,-5.77865,3.624555,-9.403205,0.00726363727455,-0.0188440981964,13.02776,0,0,-1,0,0,0,negative
27,15,12,7,0,10,1,0,0,35,16,19,9,0,62,764,45,17,0.0065445026178,28,45,17,28,8.46459,-5.976,2.48859,0.317831666667,0,0.0110793062827,0.000959367364747,0.0,-0.0078219895288,-0.000543357329843,0.0,1.12692,-0.415125,0,0,10.126785,-6.04981,4.076975,0.711795,0,0.0132549541885,-0.00791859947644,0.00147502617801,-0.000543357329843,0.0,0.0,11.253705,-6.464935,0.0147299803665,-0.00846195680628,4.78877,11.253705,-6.464935,0.0147299803665,-0.00846195680628,17.71864,0,0,-1,0,0,0,positive
24,19,5,4,0,4,0,0,0,25,21,4,4,0,50,539,29,21,0.0,8,29,21,8,5.24084,-4.64997214286,0.590867857143,0.82658,0,0.00972326530612,0.00153354359926,0.0,-0.0086270355155,0.0,0.0,0.82658,0,0,0,5.32339,-5.20761192857,0.115778071429,0.82658,0,0.00987641929499,-0.00966161767824,0.00153354359926,0.0,0.0,0.0,6.14997,-5.20761192857,0.0114099628942,-0.00966161767824,0.942358071429,6.14997,-5.20761192857,0.0114099628942,-0.00966161767824,11.3575819286,0,1,-1,0,0,0,negative
14,25,-11,-2,0,0,2,0,0,14,28,-14,-2,0,44,522,14,30,0.0,-16,14,30,-16,3.51899,-8.164992,-4.646002,-0.441165,0,0.00674136015326,0.0,0.0,-0.0156417471264,-0.000845143678161,0.0,0,-0.441165,0,0,3.51899,-9.107595,-5.588605,-0.441165,0,0.00674136015326,-0.0174475,0.0,-0.000845143678161,0.0,0.0,3.51899,-9.54876,0.00674136015326,-0.0182926436782,-6.02977,3.51899,-9.54876,0.00674136015326,-0.0182926436782,13.06775,0,0,-1,0,0,0,negative
45,9,36,5,0,6,3,0,0,51,14,37,3,0,74,695,57,17,0.00863309352518,40,57,17,40,11.31186,-2.3992875,8.9125725,0.54602,0,0.016276057554,0.00078564028777,0.0,-0.00345221223022,0.0,0.0,0.9559,-0.66357,0,0,12.9120625,-3.226265,9.6857975,0.29233,0,0.0185785071942,-0.00464210791367,0.00137539568345,-0.000954776978417,0.0,0.0,13.8679625,-3.889835,0.0199539028777,-0.00559688489209,9.9781275,13.8679625,-3.889835,0.0199539028777,-0.00559688489209,17.7577975,0,1,-1,0,0,0,positive
19,12,7,0,0,1,1,0,0,22,17,5,0,0,41,569,23,18,0.00878734622144,5,23,18,5,4.12767,-3.674595,0.453075,0.26315,0,0.00725425307557,0.00062086115993,0.0,-0.00645798769772,-0.000158383128295,0.0,0.35327,-0.09012,0,0,4.998726,-4.779605,0.219121,0.26315,0,0.00878510720562,-0.00840000878735,0.00062086115993,-0.000158383128295,0.0,0.0,5.351996,-4.869725,0.00940596836555,-0.00855839191564,0.482271,5.351996,-4.869725,0.00940596836555,-0.00855839191564,10.221721,0,1,-1,0,0,0,positive
21,10,11,-1,0,1,2,0,0,24,11,13,-1,0,38,478,25,13,0.00209205020921,12,25,13,12,4.96327,-3.25134,1.71193,-0.017515,0,0.0103834100418,0.000172635983264,0.0,-0.0068019665272,-0.000209278242678,0.0,0.08252,-0.100035,0,0,5.75345,-4.222695,1.530755,-0.017515,0,0.0120365062762,-0.00883408995816,0.000172635983264,-0.000209278242678,0.0,0.0,5.83597,-4.32273,0.0122091422594,-0.00904336820084,1.51324,5.83597,-4.32273,0.0122091422594,-0.00904336820084,10.1587,0,0,-1,0,0,0,positive
41,16,25,3,0,3,0,0,0,46,23,23,3,0,72,786,49,23,0.00381679389313,26,49,23,26,11.30141,-8.28564,3.01577,0.2888,0,0.0143783842239,0.000367430025445,0.0,-0.0105415267176,0.0,0.0,0.2888,0,0,0,13.90426,-10.902605,3.001655,0.2888,0,0.0176898982188,-0.0138709987277,0.000367430025445,0.0,0.0,0.0,14.19306,-10.902605,0.0180573282443,-0.0138709987277,3.290455,14.19306,-10.902605,0.0180573282443,-0.0138709987277,25.095665,0,1,-1,0,0,0,positive
21,12,9,3,0,3,0,0,0,23,14,9,3,0,40,420,26,14,0.00238095238095,12,26,14,12,6.11982,-4.880475,1.239345,0.39079,0,0.014571,0.000930452380952,0.0,-0.0116201785714,0.0,0.0,0.39079,0,0,0,6.38613,-6.08323,0.3029,0.39079,0,0.0152050714286,-0.0144838809524,0.000930452380952,0.0,0.0,0.0,6.77692,-6.08323,0.0161355238095,-0.0144838809524,0.69369,6.77692,-6.08323,0.0161355238095,-0.0144838809524,12.86015,0,1,-1,0,0,0,positive
26,10,16,5,0,6,0,0,0,28,11,17,6,0,45,564,34,11,0.0,23,34,11,23,9.35491,-2.604795,6.750115,0.74721,0,0.0165867198582,0.00132484042553,0.0,-0.00461843085106,0.0,0.0,0.80663,0,0,0,10.71567,-3.264885,7.450785,0.80663,0,0.0189994148936,-0.00578880319149,0.00143019503546,0.0,0.0,0.0,11.5223,-3.264885,0.0204296099291,-0.00578880319149,8.257415,11.5223,-3.264885,0.0204296099291,-0.00578880319149,14.787185,0,1,-1,0,0,0,positive
19,0,19,0,0,2,2,0,0,20,3,17,0,0,27,441,22,5,0.0,17,22,5,17,6.131245,0,6.131245,-0.47985,0,0.0139030498866,0.000463945578231,0.0,0.0,-0.00155204081633,0.0,0.2046,-0.68445,0,0,6.1525,-1.58082375,4.57167625,-0.47985,0,0.0139512471655,-0.00358463435374,0.000463945578231,-0.00155204081633,0.0,0.0,6.3571,-2.26527375,0.0144151927438,-0.00513667517007,4.09182625,6.3571,-2.26527375,0.0144151927438,-0.00513667517007,8.62237375,1,0,-1,0,0,0,positive
37,21,16,3,0,4,0,0,0,38,25,13,4,0,68,664,42,25,0.00753012048193,17,43,25,18,7.49058285714,-13.133655,-5.64307214286,0.52453,0,0.0112809982788,0.000789954819277,0.0,-0.0197796009036,0.0,0.0,0.97017,0,0,0,7.65312285714,-15.6388641071,-7.98574125,0.97017,0,0.0115257874355,-0.0235525061855,0.00146109939759,0.0,0.0,0.0,8.62329285714,-15.6388641071,0.012986886833,-0.0235525061855,-7.01557125,8.74723035714,-15.6388641071,0.0131735396945,-0.0235525061855,24.3860944643,0,1,-1,0,0,0,positive
15,15,0,1,0,1,0,0,0,17,15,2,1,0,33,435,18,15,0.0,3,18,15,3,4.354065,-5.00625,-0.652185,0.17826,0,0.0100093448276,0.000409793103448,0.0,-0.0115086206897,0.0,0.0,0.17826,0,0,0,5.10039,-5.00625,0.09414,0.17826,0,0.0117250344828,-0.0115086206897,0.000409793103448,0.0,0.0,0.0,5.27865,-5.00625,0.0121348275862,-0.0115086206897,0.2724,5.27865,-5.00625,0.0121348275862,-0.0115086206897,10.2849,0,1,-1,0,0,0,positive
19,13,6,1,0,1,0,0,0,21,15,6,1,0,37,419,22,15,0.0,7,22,15,7,6.43595,-6.78018,-0.34423,0.18003,0,0.0153602625298,0.000429665871122,0.0,-0.0161818138425,0.0,0.0,0.18003,0,0,0,6.99603,-7.594185,-0.598155,0.18003,0,0.0166969689737,-0.0181245465394,0.000429665871122,0.0,0.0,0.0,7.17606,-7.594185,0.0171266348449,-0.0181245465394,-0.418125,7.17606,-7.594185,0.0171266348449,-0.0181245465394,14.770245,0,1,-1,0,0,0,positive
38,15,23,-1,0,2,3,0,0,39,17,22,-1,0,61,708,41,20,0.0,21,41,20,21,10.31077,-6.420825,3.889945,-0.32661,0,0.0145632344633,0.000505423728814,0.0,-0.00906896186441,-0.000966737288136,0.0,0.35784,-0.68445,0,0,10.90586,-6.4959,4.40996,-0.32661,0,0.0154037570621,-0.009175,0.000505423728814,-0.000966737288136,0.0,0.0,11.2637,-7.18035,0.015909180791,-0.0101417372881,4.08335,11.2637,-7.18035,0.015909180791,-0.0101417372881,18.44405,0,0,-1,0,0,0,positive
25,6,19,0,0,4,4,0,0,29,9,20,0,0,46,468,33,13,0.00854700854701,20,33,13,20,7.265944,-1.495605,5.770339,0.317735,0,0.0155255213675,0.0019211965812,0.0,-0.00319573717949,-0.00124227564103,0.0,0.89912,-0.581385,0,0,8.369059,-2.592869,5.77619,0.317735,0,0.0178826047009,-0.00554031837607,0.0019211965812,-0.00124227564103,0.0,0.0,9.268179,-3.174254,0.0198038012821,-0.00678259401709,6.093925,9.268179,-3.174254,0.0198038012821,-0.00678259401709,12.442433,0,1,-1,0,0,0,positive
21,9,12,4,0,4,0,0,0,22,11,11,4,0,37,358,26,11,0.0,15,26,11,15,6.19378,-2.566455,3.627325,0.94236,0,0.0173010614525,0.00263229050279,0.0,-0.00716886871508,0.0,0.0,0.94236,0,0,0,6.60636,-3.526545,3.079815,0.94236,0,0.0184535195531,-0.00985068435754,0.00263229050279,0.0,0.0,0.0,7.54872,-3.526545,0.0210858100559,-0.00985068435754,4.022175,7.54872,-3.526545,0.0210858100559,-0.00985068435754,11.075265,0,1,-1,0,0,0,positive
31,9,22,1,0,4,2,0,0,37,10,27,2,0,53,542,41,12,0.0,29,41,12,29,7.250226,-3.52068,3.729546,-0.256791,0,0.013376800738,0.000432608856089,0.0,-0.0064957195572,-0.00090639298893,0.0,0.6760615,-0.491265,0,0,8.1282557,-3.59682,4.5314357,0.1847965,0,0.0149967817343,-0.00663619926199,0.00124734594096,-0.00090639298893,0.0,0.0,8.8043172,-4.088085,0.0162441276753,-0.00754259225092,4.7162322,8.8043172,-4.088085,0.0162441276753,-0.00754259225092,12.8924022,0,1,-1,0,0,0,positive
15,16,-1,1,0,1,0,0,0,15,19,-4,1,0,35,305,16,19,0.0,-3,16,19,-3,2.54183,-8.24655,-5.70472,0.39079,0,0.00833386885246,0.00128127868852,0.0,-0.0270378688525,0.0,0.0,0.39079,0,0,0,2.54183,-9.865665,-7.323835,0.39079,0,0.00833386885246,-0.032346442623,0.00128127868852,0.0,0.0,0.0,2.93262,-9.865665,0.00961514754098,-0.032346442623,-6.933045,2.93262,-9.865665,0.00961514754098,-0.032346442623,12.798285,0,1,-1,0,0,0,negative
17,0,17,3,0,3,0,0,0,20,0,20,3,0,23,317,23,0,0.0,23,23,0,23,6.66578,0,6.66578,0.86614,0,0.0210276971609,0.00273230283912,0.0,0.0,0.0,0.0,0.86614,0,0,0,8.4628675,0,8.4628675,0.86614,0,0.0266967429022,0.0,0.00273230283912,0.0,0.0,0.0,9.3290075,0,0.0294290457413,0.0,9.3290075,9.3290075,0,0.0294290457413,0.0,9.3290075,1,1,-1,1,1,1,negative
7,7,0,-1,0,0,1,0,0,8,9,-1,-1,0,18,312,8,10,0.0,-2,8,10,-2,1.22522,-4.14633,-2.92111,-0.09012,0,0.00392698717949,0.0,0.0,-0.0132895192308,-0.000288846153846,0.0,0,-0.09012,0,0,2.03774,-5.55648,-3.51874,-0.09012,0,0.00653121794872,-0.0178092307692,0.0,-0.000288846153846,0.0,0.0,2.03774,-5.6466,0.00653121794872,-0.0180980769231,-3.60886,2.03774,-5.6466,0.00653121794872,-0.0180980769231,7.68434,0,0,-1,0,0,0,negative
41,5,36,2,0,4,1,0,0,46,7,39,3,0,58,581,50,8,0.00172117039587,42,50,8,42,9.22032,-2.135265,7.085055,0.1457075,0,0.0158697418244,0.000608037865749,0.0,-0.00367515490534,-0.000357250430293,0.0,0.43579,-0.2075625,0,0,10.99632,-2.6780295,8.3182905,0.2282275,0,0.0189265404475,-0.00460934509466,0.000750068846816,-0.000357250430293,0.0,0.0,11.43211,-2.885592,0.0196766092943,-0.00496659552496,8.546518,11.43211,-2.885592,0.0196766092943,-0.00496659552496,14.317702,0,0,-1,1,1,1,positive
15,13,2,0,0,0,0,0,0,17,13,4,0,0,30,318,17,13,0.0,4,17,13,4,3.94056,-3.900165,0.040395,0,0,0.0123916981132,0.0,0.0,-0.0122646698113,0.0,0.0,0,0,0,0,4.26066,-3.900165,0.360495,0,0,0.0133983018868,-0.0122646698113,0.0,0.0,0.0,0.0,4.26066,-3.900165,0.0133983018868,-0.0122646698113,0.360495,4.26066,-3.900165,0.0133983018868,-0.0122646698113,8.160825,0,-1,-1,0,0,0,negative
5,14,-9,1,0,3,1,0,0,6,18,-12,2,0,28,308,9,19,0.00324675324675,-10,9,19,-10,1.43025,-6.737775,-5.307525,0.47717,0,0.00464366883117,0.00172574675325,0.0,-0.0218758928571,-0.000176493506494,0.0,0.776485,-0.05436,0,0,1.58779,-9.219258,-7.631468,0.722125,0,0.00515516233766,-0.0299326558442,0.00252105519481,-0.000176493506494,0.0,0.0,2.364275,-9.273618,0.00767621753247,-0.0301091493506,-6.909343,2.364275,-9.273618,0.00767621753247,-0.0301091493506,11.637893,0,1,-1,0,0,0,negative
26,14,12,5,0,10,5,0,0,26,20,6,5,0,61,823,36,25,0.0,11,36,25,11,6.42026,-6.9789375,-0.5586775,1.12403166667,0,0.00780104495747,0.00201270554881,0.0,-0.00847987545565,-0.000646931956258,0.0,1.93177666667,-0.559605,0,0,6.42026,-9.926802,-3.506542,1.37217166667,0,0.00780104495747,-0.012061727825,0.00234723774808,-0.000679957472661,0.0,0.0,8.35203666667,-10.486407,0.0101482827055,-0.0127416852977,-2.13437033333,8.35203666667,-10.486407,0.0101482827055,-0.0127416852977,18.8384436667,0,1,-1,0,0,0,negative
19,12,7,0,0,1,1,0,0,21,12,9,0,0,35,490,22,13,0.0,9,22,13,9,5.08559,-3.6324,1.45319,0.33643,0,0.010378755102,0.000797530612245,0.0,-0.00741306122449,-0.00011093877551,0.0,0.39079,-0.05436,0,0,5.58328,-3.6324,1.95088,0.33643,0,0.0113944489796,-0.00741306122449,0.000797530612245,-0.00011093877551,0.0,0.0,5.97407,-3.68676,0.0121919795918,-0.007524,2.28731,5.97407,-3.68676,0.0121919795918,-0.007524,9.66083,0,1,-1,0,0,0,negative
21,10,11,0,0,1,1,0,0,23,11,12,0,0,36,402,24,12,0.0,12,24,12,12,4.87561,-6.267855,-1.392245,0.02816,0,0.0121283830846,0.000205273631841,0.0,-0.0155916791045,-0.000135223880597,0.0,0.08252,-0.05436,0,0,5.54071,-6.38781,-0.8471,0.02816,0,0.0137828606965,-0.0158900746269,0.000205273631841,-0.000135223880597,0.0,0.0,5.62323,-6.44217,0.0139881343284,-0.0160252985075,-0.81894,5.62323,-6.44217,0.0139881343284,-0.0160252985075,12.0654,0,1,-1,0,0,0,negative
61,20,41,6,0,10,4,0,0,66,25,41,6,0,105,1098,76,29,0.00273224043716,47,76,29,47,12.787659,-5.8009425,6.9867165,0.659916666667,0,0.0116463196721,0.000882806618094,0.0,-0.00528318989071,-0.000281789617486,0.0,1.24464166667,-0.679141666667,0,0,14.485329,-8.8921115,5.5932175,0.5655,0,0.0131924672131,-0.00809846220401,0.00113355343048,-0.000618526108075,0.0,0.0,15.7299706667,-9.57125316667,0.0143260206436,-0.00871698831208,6.1587175,15.7299706667,-9.57125316667,0.0143260206436,-0.00871698831208,25.3012238333,0,0,-1,0,0,0,positive
18,5,13,1,0,2,1,0,0,20,10,10,1,0,33,520,22,11,0.00961538461538,11,22,11,11,4.70129,-1.066755,3.634535,0.093475,0,0.00904094230769,0.000751519230769,0.0,-0.00205145192308,-0.000571759615385,0.0,0.39079,-0.297315,0,0,5.05388,-1.983005,3.070875,0.093475,0,0.009719,-0.00381347115385,0.000751519230769,-0.000571759615385,0.0,0.0,5.44467,-2.28032,0.0104705192308,-0.00438523076923,3.16435,5.44467,-2.28032,0.0104705192308,-0.00438523076923,7.72499,1,0,-1,1,1,1,negative
25,19,6,-1,0,0,1,0,0,27,22,5,-1,0,50,581,27,23,0.00344234079174,4,27,23,4,5.74183,-7.43484,-1.69301,-0.09012,0,0.00988266781411,0.0,0.0,-0.012796626506,-0.000155111876076,0.0,0,-0.09012,0,0,6.87742,-8.89118,-2.01376,-0.09012,0,0.011837211704,-0.0153032358003,0.0,-0.000155111876076,0.0,0.0,6.87742,-8.9813,0.011837211704,-0.0154583476764,-2.10388,6.87742,-8.9813,0.011837211704,-0.0154583476764,15.85872,0,0,-1,0,0,0,negative
12,10,2,0,0,1,2,0,0,12,11,1,-1,0,26,341,13,13,0.00293255131965,0,13,13,0,2.70043,-3.01269,-0.31226,0.33643,0,0.00791914956012,0.00114601173021,0.0,-0.00883486803519,-0.000159413489736,0.0,0.39079,-0.43228,0,0,2.70043,-3.14784,-0.44741,-0.04149,0,0.00791914956012,-0.00923120234604,0.00114601173021,-0.00126768328446,0.0,0.0,3.09122,-3.58012,0.00906516129032,-0.0104988856305,-0.4889,3.09122,-3.58012,0.00906516129032,-0.0104988856305,6.67134,1,1,-1,1,1,1,negative
